Type,Manufacturer,Range,Panel Radiator Type,Column Style,Material,Height,Width,Sections / Elements,Cols,Manu. Part Number,Heat Output Watts (dT50),Heat Output Btu/hr (1),n coefficient Strategy,n coefficient
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1250,25,4,4090,2973,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1300,26,4,4090,3092,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1350,27,4,4090,3211,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1400,28,4,4090,3330,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1450,29,4,4090,3449,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1500,30,4,4090,3568,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1550,31,4,4090,3687,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1600,32,4,4090,3805,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1650,33,4,4090,3924,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1700,34,4,4090,4043,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1750,35,4,4090,4162,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1800,36,4,4090,4281,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1850,37,4,4090,4400,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1900,38,4,4090,4519,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1950,39,4,4090,4638,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2000,40,4,4090,4757,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2050,41,4,4090,4876,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2100,42,4,4090,4995,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2150,43,4,4090,5114,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2200,44,4,4090,5232,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2250,45,4,4090,5351,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2300,46,4,4090,5470,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2350,47,4,4090,5589,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2400,48,4,4090,5708,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2450,49,4,4090,5827,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2500,50,4,4090,5946,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,200,4,5,5090,587,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,250,5,5,5090,734,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,300,6,5,5090,881,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,350,7,5,5090,1028,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,400,8,5,5090,1174,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,450,9,5,5090,1321,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,500,10,5,5090,1468,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,550,11,5,5090,1615,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,600,12,5,5090,1761,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,650,13,5,5090,1908,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,700,14,5,5090,2055,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,750,15,5,5090,2202,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,800,16,5,5090,2349,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,850,17,5,5090,2495,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,900,18,5,5090,2642,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,950,19,5,5090,2789,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1000,20,5,5090,2936,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1050,21,5,5090,3083,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1100,22,5,5090,3229,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1150,23,5,5090,3376,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1200,24,5,5090,3523,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1250,25,5,5090,3670,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1300,26,5,5090,3817,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1350,27,5,5090,3963,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1400,28,5,5090,4110,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1450,29,5,5090,4257,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1500,30,5,5090,4404,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1550,31,5,5090,4550,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1600,32,5,5090,4697,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1650,33,5,5090,4844,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1700,34,5,5090,4991,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1750,35,5,5090,5138,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1800,36,5,5090,5284,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1850,37,5,5090,5431,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1900,38,5,5090,5578,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1950,39,5,5090,5725,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2000,40,5,5090,5872,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2050,41,5,5090,6018,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2100,42,5,5090,6165,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2150,43,5,5090,6312,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2200,44,5,5090,6459,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2250,45,5,5090,6606,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2300,46,5,5090,6752,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2350,47,5,5090,6899,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2400,48,5,5090,7046,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2450,49,5,5090,7193,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2500,50,5,5090,7340,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,200,4,6,6090,699,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,250,5,6,6090,873,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,300,6,6,6090,1048,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,350,7,6,6090,1223,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,400,8,6,6090,1397,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,450,9,6,6090,1572,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,500,10,6,6090,1747,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,550,11,6,6090,1921,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,600,12,6,6090,2096,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,650,13,6,6090,2270,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,700,14,6,6090,2445,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,750,15,6,6090,2620,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,800,16,6,6090,2794,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,850,17,6,6090,2969,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,900,18,6,6090,3144,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,950,19,6,6090,3318,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1000,20,6,6090,3493,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1050,21,6,6090,3668,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1100,22,6,6090,3842,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1150,23,6,6090,4017,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1200,24,6,6090,4192,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1250,25,6,6090,4366,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1300,26,6,6090,4541,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1350,27,6,6090,4716,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1400,28,6,6090,4890,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1450,29,6,6090,5065,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1500,30,6,6090,5240,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1550,31,6,6090,5414,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1600,32,6,6090,5589,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1650,33,6,6090,5763,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1700,34,6,6090,5938,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1750,35,6,6090,6113,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1800,36,6,6090,6287,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1850,37,6,6090,6462,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1900,38,6,6090,6637,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,1950,39,6,6090,6811,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2000,40,6,6090,6986,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2050,41,6,6090,7161,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2100,42,6,6090,7335,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2150,43,6,6090,7510,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2200,44,6,6090,7685,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2250,45,6,6090,7859,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2300,46,6,6090,8034,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2350,47,6,6090,8209,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2400,48,6,6090,8383,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2450,49,6,6090,8558,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,900,2500,50,6,6090,8733,,,1.31
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,200,4,2,2100,301,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,250,5,2,2100,376,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,300,6,2,2100,452,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,350,7,2,2100,527,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,400,8,2,2100,602,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,450,9,2,2100,677,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,500,10,2,2100,753,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,550,11,2,2100,828,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,600,12,2,2100,903,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,650,13,2,2100,978,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,700,14,2,2100,1054,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,750,15,2,2100,1129,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,800,16,2,2100,1204,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,850,17,2,2100,1279,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,900,18,2,2100,1355,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,950,19,2,2100,1430,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1000,20,2,2100,1505,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1050,21,2,2100,1580,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1100,22,2,2100,1656,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1150,23,2,2100,1731,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1200,24,2,2100,1806,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1250,25,2,2100,1882,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1300,26,2,2100,1957,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1350,27,2,2100,2032,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1400,28,2,2100,2107,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1450,29,2,2100,2183,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1500,30,2,2100,2258,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1550,31,2,2100,2333,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1600,32,2,2100,2408,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1650,33,2,2100,2484,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1700,34,2,2100,2559,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1750,35,2,2100,2634,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1800,36,2,2100,2709,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1850,37,2,2100,2785,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1900,38,2,2100,2860,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1950,39,2,2100,2935,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2000,40,2,2100,3010,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2050,41,2,2100,3086,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2100,42,2,2100,3161,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2150,43,2,2100,3236,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2200,44,2,2100,3311,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2250,45,2,2100,3387,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2300,46,2,2100,3462,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2350,47,2,2100,3537,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2400,48,2,2100,3612,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2450,49,2,2100,3688,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2500,50,2,2100,3763,,,1.27
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,200,4,3,3100,412,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,250,5,3,3100,515,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,300,6,3,3100,618,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,350,7,3,3100,721,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,400,8,3,3100,824,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,450,9,3,3100,927,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,500,10,3,3100,1030,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,550,11,3,3100,1133,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,600,12,3,3100,1236,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,650,13,3,3100,1339,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,700,14,3,3100,1442,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,750,15,3,3100,1545,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,800,16,3,3100,1648,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,850,17,3,3100,1750,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,900,18,3,3100,1853,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,950,19,3,3100,1956,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1000,20,3,3100,2059,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1050,21,3,3100,2162,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1100,22,3,3100,2265,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1150,23,3,3100,2368,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1200,24,3,3100,2471,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1250,25,3,3100,2574,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1300,26,3,3100,2677,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1350,27,3,3100,2780,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1400,28,3,3100,2883,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1450,29,3,3100,2986,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1500,30,3,3100,3089,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1550,31,3,3100,3192,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1600,32,3,3100,3295,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1650,33,3,3100,3398,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1700,34,3,3100,3501,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1750,35,3,3100,3604,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1800,36,3,3100,3707,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1850,37,3,3100,3810,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1900,38,3,3100,3913,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1950,39,3,3100,4016,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2000,40,3,3100,4119,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2050,41,3,3100,4222,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2100,42,3,3100,4325,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2150,43,3,3100,4428,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2200,44,3,3100,4531,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2250,45,3,3100,4634,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2300,46,3,3100,4737,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2350,47,3,3100,4840,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2400,48,3,3100,4943,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2450,49,3,3100,5046,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,2500,50,3,3100,5149,,,1.3
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,200,4,4,4100,523,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,250,5,4,4100,653,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,300,6,4,4100,784,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,350,7,4,4100,915,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,400,8,4,4100,1045,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,450,9,4,4100,1176,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,500,10,4,4100,1307,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,550,11,4,4100,1437,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,600,12,4,4100,1568,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,650,13,4,4100,1699,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,700,14,4,4100,1829,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,750,15,4,4100,1960,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,800,16,4,4100,2091,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,850,17,4,4100,2221,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,900,18,4,4100,2352,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,950,19,4,4100,2483,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1000,20,4,4100,2613,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1050,21,4,4100,2744,,,1.32
Column,Myson,Myson Column Custom,,Simple Tube,Steel,1000,1100,22,4,4100,2875,,,1.32
